namespace,name,type,cardinality,description,validation,source
party,fxCommodityPoolOperator,Boolean,One,CFTC Commodity Pool for FX transaction purposes?,,
party,fxEligibleContractParticipant,Boolean,One,Is the counterparty an ECP for the purpose of FX transactions? This requires a look-through in the case of Commodity Pool vehicles.,,
party,fxMasterAgreement,Boolean,One,Is there a signed master agreement in place with the counterparty allowing the trading of FX derivatives (e.g. IFXCO) that is NOT an ISDA?,,
party,fxPhysicalSettlementRepresentation,Boolean,One,"If the counterparty is willing to give a blanket representation that all FX Spot transactions will be physically settled, then it is possible to rule these as non-NDFs. That can be partially inferred from the presence of NOSTRO accounts, but this is fundamentally a key counterparty risk decision point.",,
party,fxSecuritySettlementRepresentation,Boolean,One,"If the trade is done to facilitate security settlement and the counterparty can give a blanket representation this is the case (e.g. Equity PB) for Forward products, then the CFTC business conduct rules do not apply.",,
party,generalConsentToTradeOffFacility,Boolean,One,Client generally consents to trade off-facility,,MiFID-II art. 27(5)
party,guaranteedAffiliateUSPerson,Boolean,One,Can be inferred by looking at the USP status of the entity's guarantor.,,"Final Guidance, 78 Fed. Reg. 45369 (Jul. 26, 2013)."
party,hasIsdaCanadaReportingAgreement,Boolean,One,Whether a party has agreed to the terms of Canadian Reporting Party Agreement such that party may follow the ISDA methodology with respect to transaction reporting,,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par.25"
party,hasMultiJurisSmallCMNotional,Boolean,One,"Boolean flag for whether the local counterparty and of each affiliated entity of the local counterparty that is a local counterparty in a jurisdiction of Canada, excluding derivatives with an affiliated entity, has an aggregate month-end gross notional amount under all outstanding derivatives the asset class of which is a commodity, other than currency, of less than $250 000 000, in any calendar month in the preceding 12 calendar months",,"Multijurisdictional Instrument 96-101 respecting trade repositories and derivatives data reporting (2016), par. 40."
party,hasSmallCMNotional,Boolean,One,"Boolean flag for whether the local counterparty has less than $500,000 aggregate notional value, without netting, under all its outstanding transactions at the time of the transaction including the additional notional value related to that transaction.",,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par. 40."
party,institutionalSuitabilitySafeHarbor,Boolean,One,Mandatory for everyone except swap dealers and special entities: Does the party agree to incorporate DF schedule 3 (Institutional Suitability safe harbor for non-special entities)?,,
party,insuranceRFI,Boolean,One,An insurance Registered Financial Institution,,"Insurance Business Act, 1995, art. 3."
party,internalPartyAffiliate,Boolean,One,"Indicates whether the counterparty is internal to the client (an affiliate) from the perspective of Dodd-Frank external business conduct. If set to true, this means EBCS can be skipped but not necessarily Clearing.",,
party,internationalFinancialInstitution,Boolean,One,Is the party an IFI and consequently determined by the CFTC to be exempted from clearing? This is driven by association with an explicit enumerated list coming from the CFTC and stored in separate static data.,,
party,intlAuthorityFSA,Boolean,One,Whether an entity is an international organizations designated by the Commissioner of the Financial Services Agency,,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6."
party,investmentFirm,Boolean,One,MiFID-II Investment Firm,,MiFID-II art. 4(1)
party,isAffiliateOfCADealer,Boolean,One,"Whether the party is an affiliated entity of a clearing agency or a derivatives dealer in Ontario, Manitoba or Quebec, including deemed dealer.",,OSC Rule 91-507 s41.1(b)(iii) / AMF Rule 91-507 s41.1(b)(iii) / MSC Rule 91-507 s41.1(b)(iii)
party,isAffiliateOfMbDealer,Boolean,One,"Whether the party is an affiliated entity of a clearing agency or a derivatives dealer in Manitoba, including deemed dealer.",,MSC Rule 91-507 s41.1(b)(iii)
party,isAffiliateOfMultiJurisDealer,Boolean,One,Whether the party is an affiliated entity of a clearing agency or a derivatives dealer in the relevant Canadian jurisdictions. This also includes deemed dealer.,,"Multijurisdiction Instrument 96-101respecting trade repositories and derivatives data reporting (2016), par. 40.(a)(iii)"
party,isAffiliateOfOnDealer,Boolean,One,"Whether the party is an affiliated entity of a clearing agency or a derivatives dealer in Ontario, including deemed dealer.",,OSC Rule 91-507 s41.1(b)(iii)
party,isAffiliateOfQcDealer,Boolean,One,"Whether the party is an affiliated entity of a clearing agency or a derivatives dealer in Quebec, including deemed dealer.",,AMF Rule 91-507 s41.1(b)(iii)
party,isBankRfi,Boolean,One,"Whether an entity is a bank, Shoko Chukin Bank, Ltd., Development Bank of Japan Inc., a federation of Shinkin banks (the district of which comprises the entire nation) or Norinchukin Bank and constitute a Registered Financial Institution, see Cabinet Ordinance No. 48 Article 6",,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6."
party,isCAindividual,Boolean,One,Boolean flag for whether a party is an individual,,
party,isGuaranteedByAMFLC,Boolean,One,"Whether a counterparty is an affiliate of a Quebec Local Counterparty, and such person is responsible for the liabilities of that affiliated party",,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par. 1."
party,isGuaranteedByMSCLC,Boolean,One,"Whether a counterparty is an affiliate of a Manitoba Local Counterparty, and such person is responsible for the liabilities of that affiliated party",,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par. 1."
party,isGuaranteedByMultiJurisLC,Boolean,One,Whether a party is an affiliate of a person or company that is a local counterparts in the relevant Canadian Jursidiction and such person or company is responsible for the liabilities of that affiliated party.,,"Multijurisdiction Instrument 96-101respecting trade repositories and derivatives data reporting (2016), par. 1."
party,isGuaranteedByOSCLC,Boolean,One,Whether a party is an affiliate of a person or company that is a Ontario local counterparty and such person or company is responsible for the liabilities of that affiliated party.,,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par. 1."
party,isMbBased,Boolean,One,Whether an entity has its head office or principal place of business in Manitoba,,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par.1."
party,isMultiJurisBased,Boolean,One,Whether an entity has its head office or principal place of business in the relevant Canadian Jursidiction,,"Multilateral Instrument 96-101 Trade Repositories and Derivatives Data Reporting (2016), par.1."
party,isOnBased,Boolean,One,Whether an entity has its head office or principal place of business in Ontario,,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par.1."
party,isQcBased,Boolean,One,Whether an entity has its head office or principal place of business in Quebec,,"Regulation 91-507 respecting trade repositories and derivatives data reporting (2013), par.1."
party,isTCE,Boolean,One,Whether an entity is considered a Third Country Entity under EMIR,,
party,isda2013ACAInPlace,Boolean,One,ISDA 2013 ACA is in place,,
party,isdaCanadaDeemedDealer,Boolean,One,"Whether party has represented itself as a ""deemed dealer"" by signing onto the ISDA 2014 Multilateral Canadian Reporting Party Agreement (Deemed Dealer Version)",,ISDA 2014 Multilateral Canadian Reporting Party Agreement
party,isdaDFProtocolAugust2012Signed1,Boolean,One,Has the party adhered to ISDA Protocol 1 (August protocol)?,,
party,isdaDFProtocolMarch2013Signed,Boolean,One,Has the party adhered to ISDA Protocol 2 (March protocol)?,,
party,isdaEMIRReportingDelegate,String,One,The specific delegate responsible for meeting EMIR reporting responsibilities for the party,,"Regulation (EU) No 648/2012 of the European Parliament and of the Council of 4 July 2012 on OTC Derivatives, Central Counterparties and Trade Repositories Text with EEA relevance, Jul. 27, 2012 O.J."
party,isdaMasterAgreement,Boolean,One,Is there a signed ISDA Master Agreement in place with this counterparty?,,
party,isdaPBProtocolSigned,Boolean,One,Did the Dealer adhere to the ISDA FX PB protocol?,,
party,japaneseCentralBank,Boolean,One,The Bank of Japan,,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,japaneseGovernment,Boolean,One,The national government of Japan,,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,japaneseLocalAuthority,Boolean,One,Japanese Local Authorities,,"Cabinet Office Ordinance No.48 on the Regulation of Over-the-Counter Transactions of Derivatives, Jul. 11, 2012, art. 6(2)"
party,legalEntityID,String,One,"The global Legal Entity ID for the party, unless if party does not have an LEI, the substitute LEI or Pre-LEI complying with relevant standards",,
party,limitedCostsAndChargesDetail,Boolean,One,Client has agreed to receive limited details on costs & charges,,MiFID-II Del. Reg. 50(1)
party,liquidMidWaiverFX,Boolean,One,Did client agree to waive their right to receive a mid for FX transactions defined as ?Covered Derivative Transactions? that qualify them for an exemption?,,
party,liquidMidWaiverNonFX,Boolean,One,Did client agree to waive their right to receive a mid for non-FX transactions defined as ?Covered Derivative Transactions? that qualify them for an exemption?,,
party,majorSwapParticipant,Boolean,One,Major Swap Participant as defined under 17 C.F.R. s 1.3(hhh),,17 C.F.R. s 1.3(hhh)
party,mcgCategory,String,One,MCG category for party,,
party,miFID2Exemptions,EnumeratedString,Many,MiFID-II Exemptions,lookup:MiFID-II-Exemption,MiFID-II art. 2
